chrom	start	end	mean	p0.500	p0.025	p0.975
scaffold-ma1	3700000	3800000	0.005311589659	0.004949646888	0.003057135365	0.009083223953
scaffold-ma1	3800000	3900000	0.04417944711	0.04405755817	0.02153099053	0.07390078485
scaffold-ma1	3900000	4000000	0.06566590719	0.0567401524	0.0221949434	0.1713301781
scaffold-ma1	4000000	4100000	0.00786837383	0.00880210471	0.003442830987	0.01303653416
scaffold-ma1	4100000	4200000	0.01015557488	0.008021437733	0.004796347243	0.02346321677
scaffold-ma1	4200000	4300000	0.01700463714	0.0159188397	0.01015596165	0.0295574491
scaffold-ma1	4300000	4400000	0.003267601744	0.003225085206	0.00205815382	0.004631174918
scaffold-ma1	4400000	4500000	0.004480332143	0.004148778952	0.002695962084	0.007323339807
scaffold-ma1	4500000	4600000	0.005139876978	0.005074467233	0.003836473769	0.006897103905
scaffold-ma1	4600000	4700000	0.007076541529	0.006763056821	0.003956287834	0.01118171982
scaffold-ma1	4700000	4800000	0.004033815926	0.003855629678	0.002558204812	0.006538381973
scaffold-ma1	4800000	4900000	0.01382354964	0.0144395535	0.003766454662	0.02702547946
scaffold-ma1	4900000	5000000	0.005311676748	0.00530268708	0.003854788565	0.007240128322
scaffold-ma1	5000000	5100000	0.006879341709	0.006296710947	0.004201621624	0.01488942322
scaffold-ma1	5100000	5200000	0.01172369439	0.01133269347	0.0083933454	0.01808110344
scaffold-ma1	5200000	5300000	0.005667413571	0.005596741618	0.00373908563	0.008098033403
scaffold-ma1	5300000	5400000	0.003574175525	0.003566486442	0.002468770301	0.004776441751
scaffold-ma1	5400000	5500000	0.00586412621	0.005653273686	0.004010946555	0.008675675785
scaffold-ma1	5500000	5600000	0.003602682819	0.003523711209	0.002229124947	0.005438340433
scaffold-ma1	5600000	5700000	0.005616962909	0.005575330245	0.003726540302	0.007953306426
scaffold-ma1	5700000	5800000	0.007796550543	0.007568360764	0.004867364351	0.01151509224
scaffold-ma1	5800000	5900000	0.003133493665	0.003016401708	0.002054420357	0.004738760016
scaffold-ma1	5900000	6000000	0.008246396969	0.008277417878	0.005041040864	0.0120009297
scaffold-ma1	6000000	6100000	0.005525600873	0.005134194161	0.002696638472	0.01008778854
scaffold-ma1	6100000	6200000	0.001975172776	0.001953898312	0.001235937065	0.002949239058
scaffold-ma1	6200000	6300000	0.002776912231	0.002691765215	0.0018183287	0.003944260742
scaffold-ma1	6300000	6400000	0.004337947841	0.004178203962	0.002788256887	0.006272478761
scaffold-ma1	6400000	6500000	0.007686576552	0.007470868774	0.005436739297	0.0109150768
scaffold-ma1	6500000	6600000	0.002780141478	0.002579394636	0.001543893775	0.004501498927
scaffold-ma1	6600000	6700000	0.001695110313	0.001688930513	0.001006836219	0.002708607895
scaffold-ma1	6700000	6800000	0.007124584134	0.007000524551	0.004465858732	0.01079490837
scaffold-ma1	6800000	6900000	0.0003500355741	0.0003356511455	0.000199748882	0.0005567849394
scaffold-ma1	6900000	7000000	0.002779074626	0.002749018837	0.002050924155	0.003678298338
scaffold-ma1	7000000	7100000	0.004112647331	0.003992115529	0.002735424333	0.005871231108
scaffold-ma1	7100000	7200000	0.001647620331	0.001555551468	0.001016389623	0.002620845671
scaffold-ma1	7200000	7300000	0.01170968347	0.009106861293	0.004328639132	0.02663959344
scaffold-ma1	7300000	7400000	0.009417626248	0.00880868228	0.005368522439	0.01691464358
scaffold-ma1	7400000	7500000	0.005732935219	0.005508869559	0.003512078311	0.008848842375
scaffold-ma1	7500000	7600000	0.0120947515	0.01095400661	0.006339540839	0.02208098733
scaffold-ma1	7600000	7700000	0.005664567329	0.005620637806	0.003491008176	0.008018546572
scaffold-ma1	7700000	7800000	0.002805717298	0.002777987118	0.001986706884	0.003690277113
scaffold-ma1	7800000	7900000	0.004821912177	0.004801165934	0.002752183165	0.007381242845
scaffold-ma1	7900000	8000000	0.01174632564	0.01067003689	0.00734860612	0.02272791751
scaffold-ma1	8000000	8100000	0.00107975306	0.001076788355	0.0007211784052	0.001452602754
scaffold-ma1	8100000	8200000	0.01045297534	0.01036951239	0.005416581897	0.01717349511
scaffold-ma1	8200000	8300000	0.001231830922	0.001196377086	0.0008686451593	0.001745753292
scaffold-ma1	8300000	8400000	0.003495919679	0.00347031402	0.00229372938	0.004913073886
scaffold-ma1	8400000	8500000	0.01600208746	0.01552575528	0.009933623611	0.02536114986
scaffold-ma1	8500000	8600000	0.01279296516	0.01235136617	0.009308139239	0.0182273422
scaffold-ma1	8600000	8700000	0.003632924351	0.00359029579	0.002853395587	0.004611327429
scaffold-ma1	8700000	8800000	0.004435357515	0.003644868917	0.001581607397	0.0111347158
scaffold-ma1	8800000	8900000	0.007717828065	0.007844568322	0.002620931086	0.0155139761
scaffold-ma1	8900000	9000000	0.006129567585	0.006121848131	0.004093054345	0.008682997075
scaffold-ma1	9000000	9100000	0.005805653112	0.005722458473	0.004375869433	0.007823000233
scaffold-ma1	9100000	9200000	0.001755676914	0.001697647286	0.001147102637	0.002749945347
scaffold-ma1	9200000	9300000	0.00196659917	0.00161196119	0.001136458857	0.00358848277
scaffold-ma1	9300000	9400000	0.001792074842	0.001726843256	0.0009234697056	0.003278077395
scaffold-ma1	9400000	9500000	0.0009958844649	0.0009127012032	0.0005424739574	0.001684583551
scaffold-ma1	9500000	9600000	0.002780523361	0.002570366699	0.001580145458	0.00469581659
scaffold-ma1	9600000	9700000	0.002528149927	0.002755742205	0.0009885713646	0.003885975372
scaffold-ma1	9700000	9800000	0.0006067736348	0.0006056837102	0.0003983449935	0.0008366323283
scaffold-ma1	9800000	9900000	0.004158785889	0.004154459127	0.002410682487	0.006136645601
scaffold-ma1	9900000	10000000	0.01368091943	0.01279941031	0.005984835466	0.02615847251
scaffold-ma1	10000000	10100000	0.0003357631072	0.0003378379847	0.0002463972324	0.0004307313982
scaffold-ma1	10100000	10200000	0.0007096906664	0.0006939428961	0.0005992310657	0.0008546151768
scaffold-ma1	10200000	10300000	0.0002423623405	0.0002314454601	0.0001484514421	0.0003585929857
scaffold-ma1	10300000	10400000	0.0004207367057	0.0003988496744	0.0002679762046	0.0006510474751
scaffold-ma1	10400000	10500000	0.01007711411	0.009925587783	0.007538842625	0.01352197548
scaffold-ma1	10500000	10600000	0.0005097884371	0.0004964420146	0.0003542252926	0.0007271576699
scaffold-ma1	10600000	10700000	0.0002983261607	0.0002933011791	0.0001697490399	0.0004768783035
scaffold-ma1	10700000	10800000	0.0003752423562	0.0003334522271	0.0002133812098	0.0007636074208
scaffold-ma1	10800000	10900000	0.002551678936	0.002409514145	0.001628565481	0.003994547483
scaffold-ma1	10900000	11000000	0.01069583556	0.01099156923	0.001946348127	0.02351411627
scaffold-ma1	11000000	11100000	0.003641415628	0.003562941781	0.002681873	0.0050524108
scaffold-ma1	11100000	11200000	0.03999456075	0.03953270779	0.02609320824	0.05471143525
scaffold-ma1	11200000	11300000	0.000722411938	0.0007078156092	0.0004576420027	0.001067858314
scaffold-ma1	11300000	11400000	0.004323729773	0.004295801334	0.003471104718	0.005309961299
scaffold-ma1	11400000	11500000	0.0001595725695	0.0001543211413	0.000123250796	0.0002167795964
scaffold-ma1	11500000	11600000	0.0003555848312	0.0003501987332	0.0002529734478	0.0004975248027
scaffold-ma1	11600000	11700000	0.0006094064312	0.0005749798761	0.0003362386523	0.0009670641904
scaffold-ma1	11700000	11800000	0.00242797835	0.002529489083	0.001043241664	0.003542156551
scaffold-ma1	11800000	11900000	0.0004675146156	0.000452390975	0.000247575938	0.0007831355317
scaffold-ma1	11900000	12000000	0.0002009437004	0.0002016171581	0.0001488847513	0.0002581324081
scaffold-ma1	12000000	12100000	0.001626566941	0.001508269502	0.0009340507763	0.002580241621
scaffold-ma1	12100000	12200000	0.0005360707563	0.0004884215366	0.0003140473045	0.0009488373268
scaffold-ma1	12200000	12300000	0.000909084947	0.0008894598375	0.0006469416722	0.001218393534
scaffold-ma1	12300000	12400000	0.004729633285	0.004658877593	0.002729696606	0.007251154551
scaffold-ma1	12400000	12500000	0.004506420103	0.004499380765	0.002921365542	0.006425359559
scaffold-ma1	12500000	12600000	0.00236661975	0.002367069346	0.001787634701	0.00314567043
scaffold-ma1	12600000	12700000	0.0003370951846	0.0003410594773	0.0002437981802	0.0004329442511
scaffold-ma1	12700000	12800000	0.000773917057	0.0007404728268	0.0004978824578	0.001269134339
scaffold-ma1	12800000	12900000	0.001439325624	0.001112600146	0.000639915069	0.003747662155
scaffold-ma1	12900000	13000000	5.688860474e-05	5.718208899e-05	4.303734909e-05	7.364720285e-05
scaffold-ma1	13000000	13100000	0.0014232636	0.001395735793	0.001005382045	0.00196883682
scaffold-ma1	13100000	13200000	0.003603108259	0.003872264152	0.00179414967	0.005657832549
scaffold-ma1	13200000	13300000	0.0004239137935	0.0004203901205	0.0003394003926	0.0005246329484
scaffold-ma1	13300000	13400000	0.0003494805568	0.0003464226073	0.000229126255	0.0004958395067
scaffold-ma1	13400000	13500000	0.0006841066199	0.0006823281955	0.0005540355734	0.0008353326855
scaffold-ma1	13500000	13600000	0.00283916053	0.002805790728	0.001789563921	0.003969595996
scaffold-ma1	13600000	13700000	0.0005152621669	0.0004974002199	0.0002647214214	0.0008778023836
scaffold-ma1	13700000	13800000	0.000168623225	0.0001611573493	0.0001258736481	0.0002315504047
scaffold-ma1	13800000	13900000	0.0009056360687	0.0009045241328	0.0005391319007	0.001378386869
scaffold-ma1	13900000	14000000	0.000577030332	0.000567434502	0.0004044147001	0.0008128470667
scaffold-ma1	14000000	14100000	0.001031234766	0.001027756706	0.0007831711572	0.001340838194
scaffold-ma1	14100000	14200000	0.006388535072	0.006445677404	0.004048480056	0.009047540129
scaffold-ma1	14200000	14300000	0.001083337247	0.001045412691	0.0007808648447	0.001502938917
scaffold-ma1	14300000	14400000	0.001898048317	0.001837135423	0.001166319102	0.003007835981
scaffold-ma1	14400000	14500000	0.001457782728	0.001405722634	0.0009980032105	0.002101775342
scaffold-ma1	14500000	14600000	0.003164741126	0.002900928952	0.001392246191	0.006144882432
scaffold-ma1	14600000	14700000	0.005869102242	0.005842937631	0.004029818559	0.00782328104
scaffold-ma1	14700000	14800000	0.01113881087	0.01101454454	0.005675738759	0.01710261764
scaffold-ma1	14800000	14900000	0.01096053133	0.01151750509	0.005578019188	0.0182833617
scaffold-ma1	14900000	15000000	0.001548706017	0.001445830641	0.001035047862	0.002520064328
scaffold-ma1	15000000	15100000	0.0009335652392	0.00088906275	0.0006323398387	0.001630377563
scaffold-ma1	15100000	15200000	0.002799208561	0.002677745519	0.001484189942	0.004999489005
scaffold-ma1	15200000	15300000	0.001562843221	0.00152026903	0.0008511637304	0.002523602242
scaffold-ma1	15300000	15400000	0.000639777432	0.0006415345083	0.0004054669822	0.0008908799272
scaffold-ma1	15400000	15500000	0.002025340103	0.001860162155	0.0008940943921	0.003624985041
scaffold-ma1	15500000	15600000	0.003043894318	0.003183371389	0.001284802213	0.005547776912
scaffold-ma1	15600000	15700000	0.0009800179056	0.0009345793164	0.0006639336513	0.001539011806
scaffold-ma1	15700000	15800000	0.001130586061	0.001124851387	0.0007738217836	0.0016040257
scaffold-ma1	15800000	15900000	0.0015306457	0.001467274321	0.0008615906691	0.002484189226
scaffold-ma1	15900000	16000000	0.001684054676	0.001615309057	0.001080793763	0.002487599483
scaffold-ma1	16000000	16100000	0.001954676768	0.001909599564	0.001118642693	0.002980944035
scaffold-ma1	16100000	16200000	0.0004531631442	0.0004516834814	0.0002818509198	0.000687174157
scaffold-ma1	16200000	16300000	0.001585885429	0.001581706367	0.0008559005332	0.002411869751
scaffold-ma1	16300000	16400000	0.002724727018	0.002446952413	0.001784215978	0.005133671642
scaffold-ma1	16400000	16500000	0.00340651631	0.003364506052	0.002563422318	0.004433719981
scaffold-ma1	16500000	16600000	0.01465480044	0.01635551307	0.00102506442	0.02497460277
scaffold-ma1	16600000	16700000	0.00107669704	0.001070558871	0.0008378745678	0.001356675751
scaffold-ma1	16700000	16800000	0.001080804604	0.00101938368	0.0006758449671	0.001742592875
scaffold-ma1	16800000	16900000	0.003309092129	0.00319604962	0.002318579815	0.00474086875
scaffold-ma1	16900000	17000000	0.000950992545	0.0009345967512	0.0005534219154	0.001430253216
scaffold-ma1	17000000	17100000	0.00186542931	0.001825481731	0.00116690856	0.002712050277
scaffold-ma1	17100000	17200000	0.003224833655	0.002907979255	0.001473365895	0.00616961841
scaffold-ma1	17200000	17300000	0.0006889392425	0.0006447896002	0.0005241588844	0.0009454928356
scaffold-ma1	17300000	17400000	0.009264735585	0.009110885857	0.007448936271	0.0116161486
scaffold-ma1	17400000	17500000	0.0003593045312	0.0003633080939	0.0002045246841	0.0005387816688
scaffold-ma1	17500000	17600000	0.0008231679141	0.000820954431	0.0005912329596	0.001151866195
scaffold-ma1	17600000	17700000	0.006145898896	0.005964091565	0.003085991615	0.00991379125
scaffold-ma1	17700000	17800000	0.00209728259	0.002052602527	0.001205762545	0.003406385033
scaffold-ma1	17800000	17900000	0.004016442303	0.003733044131	0.002125671814	0.007457435369
scaffold-ma1	17900000	18000000	0.0005916465043	0.0005629120513	0.0002876875756	0.001027675932
scaffold-ma1	18000000	18100000	0.001197699985	0.001181251863	0.0007475003316	0.001789558128
scaffold-ma1	18100000	18200000	0.01071525797	0.009940672043	0.005484140044	0.02005095585
scaffold-ma1	18200000	18300000	0.0002612505268	0.0002553253771	0.0001939352899	0.0003505816839
scaffold-ma1	18300000	18400000	0.02809637624	0.02734855274	0.01569263764	0.04329848631
scaffold-ma1	18400000	18500000	0.001599017768	0.001547817525	0.00095671	0.002570405262
scaffold-ma1	18500000	18600000	0.005345025307	0.005287954283	0.00366169085	0.007500531471
scaffold-ma1	18600000	18700000	0.001612863291	0.001576521982	0.001170898131	0.002215256128
scaffold-ma1	18700000	18800000	0.0007759370578	0.0007757594675	0.0005645017673	0.001013150202
scaffold-ma1	18800000	18900000	0.003419999936	0.003211531446	0.001747907083	0.006022858187
scaffold-ma1	18900000	19000000	0.001633585854	0.001609654615	0.001189661369	0.002220140517
scaffold-ma1	19000000	19100000	0.001142669364	0.001085407131	0.0006454113673	0.001944968127
scaffold-ma1	19100000	19200000	0.003642512624	0.003621775431	0.002525402091	0.005085792953
scaffold-ma1	19200000	19300000	0.0004630635468	0.0004379957403	0.000285208978	0.0006743374772
scaffold-ma1	19300000	19400000	0.001640875088	0.001615407795	0.001132145601	0.002145735392
scaffold-ma1	19400000	19500000	0.0002270625012	0.0002258139457	0.0001807024658	0.0002829679494
scaffold-ma1	19500000	19600000	0.0003063113734	0.0003046393966	0.0002135937604	0.0004360341082
scaffold-ma1	19600000	19700000	0.000245349838	0.0002410391953	0.0001361274429	0.0003889464778
scaffold-ma1	19700000	19800000	0.01265923503	0.01076469706	0.005115450078	0.03186040965
scaffold-ma1	19800000	19900000	0.00121687764	0.001109274251	0.0006065425569	0.002253071142
scaffold-ma1	19900000	20000000	0.002690794486	0.002690429818	0.002035712626	0.003390328843
scaffold-ma1	20000000	20100000	0.0006378181131	0.0006101588631	0.0004419957197	0.0009025258806
scaffold-ma1	20100000	20200000	0.001154109732	0.00114441921	0.00101164315	0.001313351138
scaffold-ma1	20200000	20300000	0.0004418977574	0.0004417832233	0.0002807930151	0.0006101825895
scaffold-ma1	20300000	20400000	0.001068842421	0.001068539516	0.0007607100669	0.001421426503
scaffold-ma1	20400000	20500000	0.005286911561	0.005275457536	0.003233514803	0.008215313317
scaffold-ma1	20500000	20600000	0.0004582763063	0.0004398492035	0.000273080214	0.0007113483823
scaffold-ma1	20600000	20700000	0.0008006492089	0.0007927186268	0.00059181095	0.001072197262
scaffold-ma1	20700000	20800000	0.001525568931	0.001420782287	0.0007978894651	0.003525179887
scaffold-ma1	20800000	20900000	0.0005290599399	0.0005283359864	0.000358886129	0.0007441657391
scaffold-ma1	20900000	21000000	0.001732870027	0.001341633116	0.000791186045	0.005821439409
scaffold-ma1	21000000	21100000	0.0003094619	0.0003000369784	0.0001909903431	0.0004640578608
scaffold-ma1	21100000	21200000	0.007617883777	0.007623644994	0.006509626397	0.008597100477
scaffold-ma1	21200000	21300000	0.0002271372227	0.0002197243696	0.0001367773083	0.0003509068587
scaffold-ma1	21300000	21400000	0.0002194826202	0.0002035969688	0.0001355102334	0.000375868061
scaffold-ma1	21400000	21500000	0.0005280729068	0.0005136989697	0.000245839237	0.0009655629652
scaffold-ma1	21500000	21600000	0.0009150850793	0.0008569393107	0.0005213158675	0.001632780385
scaffold-ma1	21600000	21700000	0.01608991683	0.01415637419	0.007747931119	0.03455375248
scaffold-ma1	21700000	21800000	0.01193656381	0.01013382925	0.003797195916	0.02818617692
scaffold-ma1	21800000	21900000	0.001709551017	0.00169342117	0.001304652463	0.00226508699
scaffold-ma1	21900000	22000000	0.001614252316	0.001561110942	0.001079726741	0.002317290467
scaffold-ma1	22000000	22100000	0.001095693991	0.001037650814	0.0005522982257	0.001897226486
scaffold-ma1	22100000	22200000	0.0009617803201	0.0008513476601	0.0004786364207	0.001808977308
scaffold-ma1	22200000	22300000	0.001234084971	0.00121033653	0.0008759662183	0.001943263645
scaffold-ma1	22300000	22400000	0.0006322039431	0.000609676565	0.0004319397398	0.0008738843699
scaffold-ma1	22400000	22500000	0.0007733972067	0.0007729856202	0.0004921868492	0.001100582512
scaffold-ma1	22500000	22600000	0.0008132577123	0.0007965611958	0.0005886251578	0.001052479292
scaffold-ma1	22600000	22700000	0.000837112904	0.0008342811843	0.0005479144298	0.001122827008
scaffold-ma1	22700000	22800000	0.0004767597243	0.0004764080663	0.0003645663867	0.0006001608299
scaffold-ma1	22800000	22900000	0.001553644549	0.001505122597	0.0008323952557	0.002351427809
scaffold-ma1	22900000	23000000	0.0005260058007	0.0005036192328	0.000270442689	0.0009884022309
scaffold-ma1	23000000	23100000	0.001045465862	0.001060170672	0.0007795692729	0.001369868877
scaffold-ma1	23100000	23200000	0.0004888444465	0.0004809751633	0.0003364777091	0.000685696176
scaffold-ma1	23200000	23300000	0.002021694685	0.001967420601	0.001400720326	0.002765598933
scaffold-ma1	23300000	23400000	0.0007617945584	0.0007412512405	0.000488105084	0.001160195687
scaffold-ma1	23400000	23500000	0.001020562046	0.0009943283447	0.0005842124027	0.001662641227
scaffold-ma1	23500000	23600000	0.003924035953	0.003862562966	0.002444320265	0.00612718418
scaffold-ma1	23600000	23700000	0.002009871475	0.00196870321	0.001319374781	0.002777485822
scaffold-ma1	23700000	23800000	0.001447808772	0.001442451436	0.0008266377822	0.002288791735
scaffold-ma1	23800000	23900000	0.0003001385133	0.0002894510417	0.000195531646	0.0004561056783
scaffold-ma1	23900000	24000000	0.0003943461659	0.000371134177	0.0002893037942	0.0005922836327
scaffold-ma1	24000000	24100000	0.0007390941667	0.0007055899749	0.0004997656815	0.001068933452
scaffold-ma1	24100000	24200000	0.001321290527	0.001306400467	0.0007404636917	0.001775331967
scaffold-ma1	24200000	24300000	0.001425326616	0.001433447461	0.001094424249	0.001818409886
scaffold-ma1	24300000	24400000	0.0004182088648	0.0003775894088	0.0002699744921	0.0007554715252
scaffold-ma1	24400000	24500000	0.02791618924	0.02466179304	0.01298067976	0.06017688309
scaffold-ma1	24500000	24600000	0.003193708799	0.003079497678	0.001827895992	0.00476466848
scaffold-ma1	24600000	24700000	0.00503529353	0.004934872322	0.001011423748	0.01147854016
scaffold-ma1	24700000	24800000	0.00047993552	0.0004710620751	0.0003150566634	0.0006826952013
scaffold-ma1	24800000	24900000	0.001018401264	0.0009804700342	0.0005909006628	0.001607819218
scaffold-ma1	24900000	25000000	0.001028485613	0.001022187946	0.0007135994326	0.001398649462
scaffold-ma1	25000000	25100000	0.002738476904	0.002639370156	0.001908621318	0.004078016758
scaffold-ma1	25100000	25200000	0.0005283663772	0.000512461395	0.0003423956881	0.0008023057473
scaffold-ma1	25200000	25300000	0.001031451465	0.001013162502	0.0007120056029	0.00140697983
scaffold-ma1	25300000	25400000	0.08671473379	0.05810015668	0.02493754533	0.2402760037
scaffold-ma1	25400000	25500000	0.0003359920103	0.0003315301907	0.000259099968	0.0004379045361
scaffold-ma1	25500000	25600000	0.0003704873209	0.0003627914871	0.0002126111	0.000587095894
scaffold-ma1	25600000	25700000	0.0005279729571	0.0005245834652	0.000347935061	0.0007148401475
scaffold-ma1	25700000	25800000	0.001312712552	0.001309000599	0.0008152190267	0.00213069546
scaffold-ma1	25800000	25900000	0.0007711849007	0.0007502373259	0.0004909226412	0.00120544743
scaffold-ma1	25900000	26000000	0.001320273373	0.001288429185	0.0009313789211	0.001810426177
scaffold-ma1	26000000	26100000	0.00199848074	0.00197559301	0.001171988745	0.003077575744
scaffold-ma1	26100000	26200000	0.04966058142	0.04814753814	0.0260919566	0.08260024973
scaffold-ma1	26200000	26300000	0.006798533126	0.007283475094	0.00314440716	0.00917950548
scaffold-ma1	26300000	26400000	0.003549953962	0.003495816715	0.002763613016	0.004756318592
scaffold-ma1	26400000	26500000	0.0003967124807	0.0003857987533	0.000264603662	0.0005937912257
scaffold-ma1	26500000	26600000	0.0004637605818	0.0004579411325	0.0002730392766	0.0007094928141
scaffold-ma1	26600000	26700000	0.02073516348	0.01908316759	0.01215002399	0.03372734844
scaffold-ma1	26700000	26800000	0.0005594742727	0.0005662135418	0.0003653109837	0.0007541608405
scaffold-ma1	26800000	26900000	0.0009696929016	0.0009637499772	0.0006227510092	0.001310396496
scaffold-ma1	26900000	27000000	0.003427021078	0.003315926489	0.002390945111	0.00525260091
scaffold-ma1	27000000	27100000	0.001284179055	0.001271346047	0.001058349856	0.001584262848
scaffold-ma1	27100000	27200000	0.0003142179556	0.0003019183997	0.0002458386496	0.0004487991638
scaffold-ma1	27200000	27300000	0.01093529866	0.0096057288	0.00343274037	0.03211658136
scaffold-ma1	27300000	27400000	0.01227957904	0.01122999822	0.007639257003	0.02057277286
scaffold-ma1	27400000	27500000	0.001045761867	0.001041934667	0.0006443782477	0.001521958704
scaffold-ma1	27500000	27600000	0.002407007276	0.002326242108	0.001089536352	0.004553903951
scaffold-ma1	27600000	27700000	0.0008137679566	0.0009027892598	0.0003254645618	0.001398366859
scaffold-ma1	27700000	27800000	0.008814846643	0.008853481221	0.006641580094	0.01117327536
scaffold-ma1	27800000	27900000	0.005090189399	0.005022327035	0.003030998108	0.007739817996
scaffold-ma1	27900000	28000000	0.0005814812924	0.0005794507479	0.0002829204396	0.0009232887924
scaffold-ma1	28000000	28100000	0.002153959479	0.002114698846	0.001524819268	0.002929018959
scaffold-ma1	28100000	28200000	0.0002974811755	0.0002885449323	0.0002080249725	0.0004182251226
scaffold-ma1	28200000	28300000	0.0005503699219	0.0005418049602	0.0003931433835	0.0007328655657
scaffold-ma1	28300000	28400000	0.001359674869	0.001335104109	0.001046001043	0.001721807325
scaffold-ma1	28400000	28500000	0.0001706078685	0.0001631364645	9.039636947e-05	0.0002944751385
scaffold-ma1	28500000	28600000	0.0007587858611	0.0007598354506	0.0004872561183	0.001076573027
scaffold-ma1	28600000	28700000	0.001417383416	0.001395803107	0.001079732212	0.001989867115
scaffold-ma1	28700000	28800000	0.005246392345	0.005108813687	0.003545553697	0.007695547953
scaffold-ma1	28800000	28900000	0.003790130256	0.003312921549	0.001357999308	0.009007012081
scaffold-ma1	28900000	29000000	0.01063539052	0.01041118313	0.004086277548	0.01801027185
scaffold-ma1	29000000	29100000	0.001452733633	0.001362737365	0.000900237714	0.002393469759
scaffold-ma1	29100000	29200000	0.001114760073	0.001089885947	0.0007205571318	0.00163809194
scaffold-ma1	29200000	29300000	0.0006564603897	0.0006160206235	0.0004531410454	0.001002027046
scaffold-ma1	29300000	29400000	0.0009073146745	0.0008869933241	0.0006466728608	0.001257389846
scaffold-ma1	29400000	29500000	0.0009011549594	0.000881045365	0.0006558381918	0.001238063316
scaffold-ma1	29500000	29600000	0.0005340453401	0.0005071329746	0.0003136074995	0.0008566447462
scaffold-ma1	29600000	29700000	0.004498749167	0.004449198914	0.00302541613	0.006341985924
scaffold-ma1	29700000	29800000	0.004989782867	0.004634327427	0.002871584411	0.008391503472
scaffold-ma1	29800000	29900000	0.00223976193	0.002807006059	0.0005716553857	0.00418485961
scaffold-ma1	29900000	30000000	0.00424951661	0.004230893557	0.002497254361	0.006245498902
scaffold-ma1	30000000	30100000	0.001905163624	0.001863935316	0.001260151169	0.002800780671
scaffold-ma1	30100000	30200000	0.001327662963	0.001262002838	0.000717389992	0.002218722412
scaffold-ma1	30200000	30300000	0.002870466883	0.003012834765	0.00168599098	0.003977314494
