"","chrom","end","top1","top2","top3","top1_add","top2_add","top3_add"
"139","scaffold-ma1",69000000,0.764749026604578,0.142418028863692,0.0928329445317295,0.764749026604578,0.90716705546827,1
"140","scaffold-ma1",69500000,0.433224801564091,0.319696362581205,0.247078835854705,0.433224801564091,0.752921164145296,1
"141","scaffold-ma1",70000000,0.516453831861944,0.199061342374853,0.284484825763203,0.516453831861944,0.715515174236797,1
"142","scaffold-ma1",70500000,0.510512737883955,0.0981427854714327,0.391344476644613,0.510512737883955,0.608655523355387,1
"143","scaffold-ma1",71000000,0.48352271262749,0.184704870348098,0.331772417024413,0.48352271262749,0.668227582975587,1
"144","scaffold-ma1",71500000,0.761196655977437,0.141215701799367,0.0975876422231956,0.761196655977437,0.902412357776804,1
"145","scaffold-ma1",72000000,0.578511136384121,0.0312314551049228,0.390257408510957,0.578511136384121,0.609742591489043,1
"146","scaffold-ma1",72500000,0.463149336347227,0.258128012017462,0.278722651635312,0.463149336347227,0.721277348364689,1
"147","scaffold-ma1",73000000,0.694434772800552,0.133572148290141,0.171993078909307,0.694434772800552,0.828006921090693,1
"148","scaffold-ma1",73500000,0.736103922806793,0.162512248511731,0.101383828681476,0.736103922806793,0.898616171318524,1
"149","scaffold-ma1",74000000,0.552092614567682,0.04950517795385,0.398402207478468,0.552092614567682,0.601597792521532,1
"150","scaffold-ma1",74500000,0.617524360612747,0.135573325350098,0.246902314037154,0.617524360612747,0.753097685962846,1
"151","scaffold-ma1",75000000,0.408465151624652,0.268700293339378,0.322834555035971,0.408465151624652,0.677165444964029,1
"152","scaffold-ma1",75500000,0.687192343807003,0.0936261677784744,0.219181488414523,0.687192343807003,0.780818511585477,1
"153","scaffold-ma1",76000000,0.399043229032996,0.134758021534524,0.466198749432481,0.399043229032996,0.533801250567519,1
"154","scaffold-ma1",76500000,0.780071489295694,0.178573528182074,0.0413549825222311,0.780071489295694,0.958645017477769,1
"155","scaffold-ma1",77000000,0.748759300217243,0.139411449328568,0.111829250454189,0.748759300217243,0.888170749545811,1
"156","scaffold-ma1",77500000,0.803006878576126,0.0402686872037928,0.156724434220081,0.803006878576126,0.843275565779919,1
"157","scaffold-ma1",78000000,0.794645778573691,0.0913926722612533,0.113961549165056,0.794645778573691,0.886038450834944,1
"158","scaffold-ma1",78500000,0.667470528179898,0.159749140887378,0.172780330932724,0.667470528179898,0.827219669067276,1
"159","scaffold-ma1",79000000,0.467989676497616,0.284364625095595,0.247645698406788,0.467989676497616,0.752354301593212,1
"160","scaffold-ma1",79500000,0.646466509564399,0.133693278490224,0.219840211945377,0.646466509564399,0.780159788054623,1
"161","scaffold-ma1",80000000,0.506591300312337,0.439157484144771,0.0542512155428921,0.506591300312337,0.945748784457108,1
"162","scaffold-ma1",80500000,0.404212272968523,0.0559613625960781,0.539826364435399,0.404212272968523,0.460173635564601,1
"163","scaffold-ma1",81000000,0.471003760890077,0.377093183398737,0.151903055711186,0.471003760890077,0.848096944288814,1
"164","scaffold-ma1",81500000,0.76457876158757,0.0420379530111563,0.193383285401273,0.76457876158757,0.806616714598727,1
"165","scaffold-ma1",82000000,0.440886675563517,0.315296212471822,0.243817111964662,0.440886675563517,0.756182888035338,1
"166","scaffold-ma1",82500000,0.598039441881715,0.0266423361653676,0.375318221952917,0.598039441881715,0.624681778047083,1
"167","scaffold-ma1",83000000,0.721410945210884,0.0713361749037402,0.207252879885376,0.721410945210884,0.792747120114624,1
"168","scaffold-ma1",83500000,0.515179485715354,0.0771571734064486,0.407663340878197,0.515179485715354,0.592336659121803,1
"169","scaffold-ma1",84000000,0.735412489445192,0.145378600545521,0.119208910009287,0.735412489445192,0.880791089990713,1
"170","scaffold-ma1",84500000,0.465033404791392,0.136574021698056,0.398392573510553,0.465033404791392,0.601607426489447,1
"171","scaffold-ma1",85000000,0.727634357509634,0.1586783989423,0.113687243548066,0.727634357509634,0.886312756451934,1
"172","scaffold-ma1",85500000,0.693497092149093,0.130359318575531,0.176143589275376,0.693497092149093,0.823856410724624,1
"173","scaffold-ma1",86000000,0.5329973352364,0.113161691312986,0.353840973450614,0.5329973352364,0.646159026549386,1
"174","scaffold-ma1",86500000,0.659395392756706,0.157197840953336,0.183406766289958,0.659395392756706,0.816593233710042,1
"175","scaffold-ma1",87000000,0.549706343912264,0.195755581242162,0.254538074845575,0.549706343912264,0.745461925154425,1
"176","scaffold-ma1",87500000,0.537621396149654,0.246769840636666,0.215608763213679,0.537621396149654,0.784391236786321,1
"177","scaffold-ma1",88000000,0.575911824447516,0.122685560226756,0.301402615325728,0.575911824447516,0.698597384674272,1
"178","scaffold-ma1",88500000,0.486777019133503,0.346876475430533,0.166346505435964,0.486777019133503,0.833653494564036,1
"179","scaffold-ma1",89000000,0.401528015104405,0.251524885033898,0.346947099861697,0.401528015104405,0.653052900138303,1
"180","scaffold-ma1",89500000,0.958742060212445,0.0122315012854052,0.0290264385021495,0.958742060212445,0.97097356149785,1
"181","scaffold-ma1",90000000,0.481008733853233,0.384876677078259,0.134114589068508,0.481008733853233,0.865885410931492,1
"182","scaffold-ma1",90500000,0.639243853663056,0.157943086196158,0.202813060140785,0.639243853663056,0.797186939859215,1
"183","scaffold-ma1",91000000,0.637684424602728,0.0323079138941045,0.330007661503168,0.637684424602728,0.669992338496832,1
"184","scaffold-ma1",91500000,0.280055631570619,0.301408355959232,0.418536012470149,0.280055631570619,0.581463987529851,1
"185","scaffold-ma1",92000000,0.323355638734052,0.18452122250222,0.492123138763728,0.323355638734052,0.507876861236272,1
"186","scaffold-ma1",92500000,0.844482539259842,0.139682745013029,0.0158347157271286,0.844482539259842,0.984165284272871,1
"187","scaffold-ma1",93000000,0.627246817499853,0.135530609642831,0.237222572857316,0.627246817499853,0.762777427142684,1
"188","scaffold-ma1",93500000,0.975524806483967,0.00855375412138904,0.015921439394644,0.975524806483967,0.984078560605356,1
"189","scaffold-ma1",94000000,0.846204705343104,0.153795294656896,0,0.846204705343104,1,1
"190","scaffold-ma1",94500000,0.522764333068642,0.294178498782307,0.183057168149052,0.522764333068642,0.816942831850948,1
"191","scaffold-ma1",95000000,0.446663533549033,0.130497903197626,0.422838563253341,0.446663533549033,0.577161436746659,1
"192","scaffold-ma1",95500000,0.611610427084309,0.109538912643698,0.278850660271993,0.611610427084309,0.721149339728007,1
"193","scaffold-ma1",96000000,0.477548172543601,0.164047682512471,0.358404144943928,0.477548172543601,0.641595855056072,1
"194","scaffold-ma1",96500000,0.608349140333351,0.176667221749662,0.214983637916988,0.608349140333351,0.785016362083013,1
"195","scaffold-ma1",97000000,0.319861134478217,0.268960365023446,0.411178500498336,0.319861134478217,0.588821499501664,1
"196","scaffold-ma1",97500000,0.666993404382833,0.217223464271714,0.115783131345453,0.666993404382833,0.884216868654547,1
"197","scaffold-ma1",98000000,0.419532406554926,0.285433674410994,0.29503391903408,0.419532406554926,0.70496608096592,1
"198","scaffold-ma1",98500000,0.529021301285829,0.211045810616952,0.259932888097219,0.529021301285829,0.740067111902781,1
"199","scaffold-ma1",99000000,0.362420926032137,0.415052949514254,0.222526124453609,0.362420926032137,0.777473875546391,1
"200","scaffold-ma1",99500000,0.456224502333797,0.31230290283985,0.231472594826352,0.456224502333797,0.768527405173647,1
"201","scaffold-ma1",100000000,0.601618232853494,0.201256369303367,0.197125397843139,0.601618232853494,0.802874602156861,1
"202","scaffold-ma1",100500000,0.771864720892114,0.118606899187488,0.109528379920398,0.771864720892114,0.890471620079602,1
"203","scaffold-ma1",101000000,0.597543895132862,0.0671806889866117,0.335275415880526,0.597543895132862,0.664724584119474,1
"204","scaffold-ma1",101500000,0.706632036944247,0.119819448566176,0.173548514489578,0.706632036944247,0.826451485510422,1
"205","scaffold-ma1",102000000,0.527234925695893,0.241767185250134,0.230997889053973,0.527234925695893,0.769002110946027,1
"206","scaffold-ma1",102500000,0.381842853679403,0.20328108022681,0.414876066093787,0.381842853679403,0.585123933906213,1
"207","scaffold-ma1",103000000,0.360894774009012,0.169795530678357,0.469309695312631,0.360894774009012,0.530690304687369,1
"208","scaffold-ma1",103500000,0.535253272607221,0.121980474356933,0.342766253035846,0.535253272607221,0.657233746964154,1
"209","scaffold-ma1",104000000,0.407426990754925,0.170684931644016,0.421888077601059,0.407426990754925,0.578111922398941,1
"210","scaffold-ma1",104500000,0.371261562009946,0.212347927882966,0.416390510107088,0.371261562009946,0.583609489892912,1
"211","scaffold-ma1",105000000,0.593879911094764,0.0484551985620273,0.357664890343209,0.593879911094764,0.642335109656791,1
"212","scaffold-ma1",105500000,0.683863058566232,0.254691096083926,0.0614458453498421,0.683863058566232,0.938554154650158,1
"213","scaffold-ma1",106000000,0.661279834427944,0.132971817134457,0.205748348437599,0.661279834427944,0.794251651562401,1
"214","scaffold-ma1",106500000,0.522375241254116,0.323570824248902,0.154053934496982,0.522375241254116,0.845946065503019,1
"215","scaffold-ma1",107000000,0.914172673983261,0.0230746407689966,0.0627526852477424,0.914172673983261,0.937247314752258,1
"216","scaffold-ma1",107500000,0.650530285247377,0.111973833802985,0.237495880949639,0.650530285247377,0.762504119050361,1
"217","scaffold-ma1",108000000,0.607716575605769,0.202517371715393,0.189766052678839,0.607716575605769,0.810233947321161,1
"218","scaffold-ma1",108500000,0.462446321009135,0.140900387601322,0.396653291389543,0.462446321009135,0.603346708610457,1
"219","scaffold-ma1",109000000,0.705535477182001,0.0330636560733996,0.261400866744599,0.705535477182001,0.738599133255401,1
"220","scaffold-ma1",109500000,0.49508014630049,0.235910703284098,0.269009150415413,0.49508014630049,0.730990849584587,1
"221","scaffold-ma1",110000000,0.740905435309134,0.0860422833116503,0.173052281379216,0.740905435309134,0.826947718620785,1
"222","scaffold-ma1",110500000,0.45581078596333,0.319929468660455,0.224259745376215,0.45581078596333,0.775740254623785,1
"223","scaffold-ma1",111000000,0.767582742675254,0.0531297094702,0.179287547854546,0.767582742675254,0.820712452145454,1
"224","scaffold-ma1",111500000,0.581814894691752,0.219123861521134,0.199061243787114,0.581814894691752,0.800938756212886,1
"225","scaffold-ma1",112000000,0.473534860566777,0.067430118521628,0.459035020911595,0.473534860566777,0.540964979088405,1
"226","scaffold-ma1",112500000,0.585648362175525,0.177072848719006,0.237278789105469,0.585648362175525,0.762721210894531,1
"227","scaffold-ma1",113000000,0.440953103894283,0.35323958190827,0.205807314197447,0.440953103894283,0.794192685802553,1
"228","scaffold-ma1",113500000,0.520305697378797,0.212588075998293,0.267106226622911,0.520305697378797,0.732893773377089,1
"229","scaffold-ma1",114000000,0.621437556840273,0.208323505389155,0.170238937770572,0.621437556840273,0.829761062229428,1
"230","scaffold-ma1",114500000,0.617381552392469,0.11265081246214,0.269967635145391,0.617381552392469,0.730032364854609,1
"231","scaffold-ma1",115000000,0.374711782712546,0.247241807179762,0.378046410107692,0.374711782712546,0.621953589892308,1
"232","scaffold-ma1",115500000,0.552440328100884,0.220691811118919,0.226867860780198,0.552440328100884,0.773132139219802,1
"233","scaffold-ma1",116000000,0.446237525716771,0.492827082688998,0.0609353915942316,0.446237525716771,0.939064608405768,1
"234","scaffold-ma1",116500000,0.731225882655595,0.0921899436579905,0.176584173686414,0.731225882655595,0.823415826313586,1
"235","scaffold-ma1",117000000,0.662288054857392,0.0847335539773359,0.252978391165272,0.662288054857392,0.747021608834728,1
"236","scaffold-ma1",117500000,0.708542059303988,0.0811989209612367,0.210259019734775,0.708542059303988,0.789740980265225,1
"237","scaffold-ma1",118000000,0.269799232755561,0.39312938732353,0.337071379920909,0.269799232755561,0.662928620079091,1
"238","scaffold-ma1",118500000,0.54149629977275,0.258777715471665,0.199725984755585,0.54149629977275,0.800274015244415,1
"239","scaffold-ma1",119000000,0.576192533004763,0.188810459458725,0.234997007536512,0.576192533004763,0.765002992463488,1
"240","scaffold-ma1",119500000,0.588265728618313,0.206054215850426,0.205680055531261,0.588265728618313,0.794319944468739,1
