scaffold-ma1	10230000	0	1536	0
scaffold-ma1	10240000	0	1536	0
scaffold-ma1	102330000	84	366	1086
scaffold-ma1	102340000	1344	0	192
scaffold-ma1	102350000	288	1248	0
scaffold-ma1	102370000	1350	6	180
scaffold-ma1	10250000	0	1536	0
scaffold-ma1	102410000	1440	84	12
scaffold-ma1	102440000	1440	96	0
scaffold-ma1	102460000	396	440	700
scaffold-ma1	102470000	0	96	1440
scaffold-ma1	102500000	96	1056	384
scaffold-ma1	102520000	705	390	441
scaffold-ma1	102530000	0	36	1500
scaffold-ma1	102540000	1344	192	0
scaffold-ma1	102560000	1440	60	36
scaffold-ma1	102570000	0	0	1536
scaffold-ma1	102580000	0	0	1536
scaffold-ma1	102590000	688	488	360
scaffold-ma1	102600000	960	576	0
scaffold-ma1	102610000	192	1152	192
scaffold-ma1	102620000	192	720	624
scaffold-ma1	102650000	96	1440	0
scaffold-ma1	102670000	1248	48	240
scaffold-ma1	102690000	988	24	524
scaffold-ma1	102700000	288	192	1056
scaffold-ma1	102710000	96	1440	0
scaffold-ma1	102720000	1440	0	96
scaffold-ma1	102730000	1236	88	212
scaffold-ma1	102740000	576	0	960
scaffold-ma1	102770000	1536	0	0
scaffold-ma1	102780000	1296	0	240
scaffold-ma1	102810000	48	768	720
scaffold-ma1	102820000	774	316	446
scaffold-ma1	102840000	1434	90	12
scaffold-ma1	102890000	1440	96	0
scaffold-ma1	102920000	1536	0	0
scaffold-ma1	102930000	36	252	1248
scaffold-ma1	102940000	0	84	1452
scaffold-ma1	102950000	480	480	576
scaffold-ma1	102980000	420	0	1116
scaffold-ma1	102990000	588	540	408
scaffold-ma1	103120000	884	328	324
scaffold-ma1	103190000	0	1056	480
scaffold-ma1	103200000	0	0	1536
scaffold-ma1	103220000	684	670	182
scaffold-ma1	103240000	0	768	768
scaffold-ma1	103250000	0	768	768
scaffold-ma1	103260000	384	576	576
scaffold-ma1	103280000	460	708	368
scaffold-ma1	103290000	622	524	390
scaffold-ma1	103320000	232	960	344
scaffold-ma1	103330000	236	340	960
scaffold-ma1	103350000	398	170	968
scaffold-ma1	103410000	382	690	464
scaffold-ma1	103420000	172	1138	226
scaffold-ma1	103430000	672	160	704
scaffold-ma1	103440000	1080	6	450
scaffold-ma1	103460000	160	0	1376
scaffold-ma1	103470000	1230	160	146
scaffold-ma1	103480000	240	16	1280
scaffold-ma1	103500000	1370	6	160
scaffold-ma1	103510000	1536	0	0
scaffold-ma1	103530000	500	140	896
scaffold-ma1	103560000	1180	70	286
scaffold-ma1	103600000	34	742	760
scaffold-ma1	103610000	1536	0	0
scaffold-ma1	103620000	696	672	168
scaffold-ma1	103640000	1344	0	192
scaffold-ma1	103700000	1056	72	408
scaffold-ma1	103730000	84	506	946
scaffold-ma1	103740000	1376	0	160
scaffold-ma1	103810000	256	1120	160
scaffold-ma1	103850000	1008	144	384
scaffold-ma1	103900000	336	384	816
scaffold-ma1	103920000	792	0	744
scaffold-ma1	103930000	96	720	720
scaffold-ma1	103940000	768	0	768
scaffold-ma1	103990000	516	2	1018
scaffold-ma1	104000000	532	500	504
scaffold-ma1	104020000	1348	6	182
scaffold-ma1	104090000	612	264	660
scaffold-ma1	104140000	1200	0	336
scaffold-ma1	104150000	120	876	540
scaffold-ma1	104190000	192	76	1268
scaffold-ma1	104220000	96	48	1392
scaffold-ma1	104280000	286	46	1204
scaffold-ma1	104290000	650	70	816
scaffold-ma1	104300000	0	0	1536
scaffold-ma1	104310000	970	14	552
scaffold-ma1	104360000	64	1056	416
scaffold-ma1	104380000	506	360	670
scaffold-ma1	104420000	1040	182	314
scaffold-ma1	104460000	1120	34	382
scaffold-ma1	104470000	1152	192	192
scaffold-ma1	104480000	972	180	384
scaffold-ma1	104500000	720	432	384
scaffold-ma1	104560000	96	96	1344
scaffold-ma1	104590000	32	676	828
scaffold-ma1	104660000	28	58	1450
scaffold-ma1	104680000	166	810	560
scaffold-ma1	104690000	160	1184	192
scaffold-ma1	104730000	1536	0	0
scaffold-ma1	104760000	840	24	672
scaffold-ma1	104910000	1152	0	384
scaffold-ma1	105010000	1120	32	384
scaffold-ma1	105020000	1280	0	256
scaffold-ma1	105030000	1052	106	378
scaffold-ma1	105060000	0	0	1536
scaffold-ma1	105070000	792	440	304
scaffold-ma1	105150000	768	0	768
scaffold-ma1	105160000	1536	0	0
scaffold-ma1	105170000	496	32	1008
scaffold-ma1	105180000	1536	0	0
scaffold-ma1	105200000	340	384	812
scaffold-ma1	105210000	920	296	320
scaffold-ma1	105220000	672	0	864
scaffold-ma1	105420000	864	672	0
scaffold-ma1	105520000	1536	0	0
scaffold-ma1	105530000	1536	0	0
scaffold-ma1	105570000	1280	0	256
scaffold-ma1	105610000	1024	512	0
scaffold-ma1	105620000	64	1440	32
scaffold-ma1	105630000	384	864	288
scaffold-ma1	105700000	1344	0	192
scaffold-ma1	105710000	1344	0	192
scaffold-ma1	105740000	1536	0	0
scaffold-ma1	105900000	240	0	1296
scaffold-ma1	105910000	1440	72	24
scaffold-ma1	105920000	1130	64	342
scaffold-ma1	105940000	1220	104	212
scaffold-ma1	105950000	432	732	372
scaffold-ma1	105970000	972	408	156
scaffold-ma1	106040000	272	144	1120
scaffold-ma1	106050000	1128	48	360
scaffold-ma1	106060000	1536	0	0
scaffold-ma1	106070000	912	318	306
scaffold-ma1	106080000	1536	0	0
scaffold-ma1	106110000	1536	0	0
scaffold-ma1	106130000	1536	0	0
scaffold-ma1	106140000	256	1280	0
scaffold-ma1	106200000	1280	128	128
scaffold-ma1	106210000	192	0	1344
scaffold-ma1	106230000	1200	0	336
scaffold-ma1	106250000	1440	0	96
scaffold-ma1	106260000	1350	6	180
scaffold-ma1	106270000	1344	28	164
scaffold-ma1	106280000	1536	0	0
scaffold-ma1	106290000	384	1008	144
scaffold-ma1	106300000	1344	144	48
scaffold-ma1	106330000	436	408	692
scaffold-ma1	106340000	128	608	800
scaffold-ma1	106350000	680	0	856
scaffold-ma1	106360000	1536	0	0
scaffold-ma1	106370000	1344	168	24
scaffold-ma1	106400000	384	1152	0
scaffold-ma1	106410000	0	1536	0
scaffold-ma1	106440000	0	0	1536
scaffold-ma1	106480000	1536	0	0
scaffold-ma1	106500000	768	588	180
scaffold-ma1	106540000	1500	12	24
scaffold-ma1	106550000	768	768	0
scaffold-ma1	106650000	256	1280	0
scaffold-ma1	106660000	1536	0	0
scaffold-ma1	106680000	1536	0	0
scaffold-ma1	106710000	1536	0	0
scaffold-ma1	106730000	1536	0	0
scaffold-ma1	106740000	1536	0	0
scaffold-ma1	106750000	1536	0	0
scaffold-ma1	106760000	1440	96	0
scaffold-ma1	106770000	1368	0	168
scaffold-ma1	106810000	320	1152	64
scaffold-ma1	106850000	1536	0	0
scaffold-ma1	106860000	1440	96	0
scaffold-ma1	106890000	1536	0	0
scaffold-ma1	106900000	1536	0	0
scaffold-ma1	106910000	1536	0	0
scaffold-ma1	106940000	1536	0	0
scaffold-ma1	107020000	1536	0	0
scaffold-ma1	107030000	1536	0	0
scaffold-ma1	10720000	1536	0	0
scaffold-ma1	107130000	1536	0	0
scaffold-ma1	107150000	1024	0	512
scaffold-ma1	107170000	1536	0	0
scaffold-ma1	107180000	0	0	1536
scaffold-ma1	107190000	0	0	1536
scaffold-ma1	107210000	1152	192	192
scaffold-ma1	107220000	1344	0	192
scaffold-ma1	107230000	1536	0	0
scaffold-ma1	107250000	1536	0	0
scaffold-ma1	107280000	1536	0	0
scaffold-ma1	107330000	1024	512	0
scaffold-ma1	107340000	1024	0	512
scaffold-ma1	107350000	1024	0	512
scaffold-ma1	107370000	1488	0	48
scaffold-ma1	107400000	1120	160	256
scaffold-ma1	107620000	96	810	630
scaffold-ma1	107630000	276	0	1260
scaffold-ma1	107640000	1372	24	140
scaffold-ma1	107650000	1536	0	0
scaffold-ma1	107670000	630	18	888
scaffold-ma1	107750000	768	256	512
scaffold-ma1	107770000	844	144	548
scaffold-ma1	107790000	1344	192	0
scaffold-ma1	107810000	1024	48	464
scaffold-ma1	107830000	84	1260	192
scaffold-ma1	107860000	1092	258	186
scaffold-ma1	107870000	1350	0	186
scaffold-ma1	107890000	1376	0	160
scaffold-ma1	107900000	364	32	1140
scaffold-ma1	107910000	1344	28	164
scaffold-ma1	107920000	1344	0	192
scaffold-ma1	107930000	0	672	864
scaffold-ma1	107940000	84	0	1452
scaffold-ma1	107950000	1344	0	192
scaffold-ma1	108030000	96	1440	0
scaffold-ma1	108040000	1536	0	0
scaffold-ma1	108110000	1440	96	0
scaffold-ma1	108250000	84	1260	192
scaffold-ma1	108260000	1434	0	102
scaffold-ma1	108280000	1500	0	36
scaffold-ma1	108370000	1536	0	0
scaffold-ma1	108400000	1536	0	0
scaffold-ma1	108410000	1536	0	0
scaffold-ma1	108430000	24	360	1152
scaffold-ma1	108440000	0	384	1152
scaffold-ma1	108490000	0	0	1536
scaffold-ma1	108680000	0	1536	0
scaffold-ma1	108690000	1008	144	384
scaffold-ma1	108710000	1536	0	0
scaffold-ma1	108720000	0	0	1536
scaffold-ma1	108740000	960	0	576
scaffold-ma1	108750000	1056	480	0
scaffold-ma1	108770000	1536	0	0
scaffold-ma1	108780000	1344	192	0
scaffold-ma1	108790000	192	1344	0
scaffold-ma1	108810000	1344	192	0
scaffold-ma1	108820000	1536	0	0
scaffold-ma1	108850000	1392	48	96
scaffold-ma1	108860000	144	144	1248
scaffold-ma1	108880000	1536	0	0
scaffold-ma1	108920000	1536	0	0
scaffold-ma1	108930000	1536	0	0
scaffold-ma1	108980000	1024	338	174
scaffold-ma1	109020000	1536	0	0
scaffold-ma1	109070000	924	204	408
scaffold-ma1	109080000	0	0	1536
scaffold-ma1	109190000	0	0	1536
scaffold-ma1	109240000	1344	0	192
scaffold-ma1	109310000	1308	36	192
scaffold-ma1	109350000	1344	0	192
scaffold-ma1	109410000	1344	0	192
scaffold-ma1	109450000	168	1176	192
scaffold-ma1	109510000	0	1536	0
scaffold-ma1	109530000	0	0	1536
scaffold-ma1	109610000	1344	0	192
scaffold-ma1	109790000	1536	0	0
scaffold-ma1	109930000	360	120	1056
scaffold-ma1	109950000	1536	0	0
scaffold-ma1	109990000	1440	96	0
scaffold-ma1	110040000	1416	120	0
scaffold-ma1	110060000	1280	256	0
scaffold-ma1	110100000	1040	256	240
scaffold-ma1	110180000	192	0	1344
scaffold-ma1	110190000	1440	84	12
scaffold-ma1	110210000	192	1152	192
scaffold-ma1	110240000	1488	48	0
scaffold-ma1	110270000	48	480	1008
scaffold-ma1	110300000	1536	0	0
scaffold-ma1	110340000	192	1344	0
scaffold-ma1	110350000	1536	0	0
scaffold-ma1	110370000	1536	0	0
scaffold-ma1	110400000	192	0	1344
scaffold-ma1	110410000	0	1536	0
scaffold-ma1	110440000	1248	96	192
scaffold-ma1	110570000	96	1408	32
scaffold-ma1	110620000	96	0	1440
scaffold-ma1	110650000	1536	0	0
scaffold-ma1	110660000	1440	0	96
scaffold-ma1	110730000	0	0	1536
scaffold-ma1	110750000	936	216	384
scaffold-ma1	110760000	96	280	1160
scaffold-ma1	110770000	858	570	108
scaffold-ma1	110810000	1536	0	0
scaffold-ma1	110820000	1536	0	0
scaffold-ma1	110830000	1536	0	0
scaffold-ma1	110840000	0	0	1536
scaffold-ma1	110850000	1536	0	0
scaffold-ma1	110860000	1536	0	0
scaffold-ma1	110870000	1536	0	0
scaffold-ma1	110980000	1152	264	120
scaffold-ma1	110990000	768	0	768
scaffold-ma1	111010000	1536	0	0
scaffold-ma1	111040000	768	288	480
scaffold-ma1	111060000	1248	0	288
scaffold-ma1	111070000	1344	192	0
scaffold-ma1	111090000	0	0	1536
scaffold-ma1	111100000	1536	0	0
scaffold-ma1	111120000	672	672	192
scaffold-ma1	111140000	0	1536	0
scaffold-ma1	111150000	1152	384	0
scaffold-ma1	111160000	1344	0	192
scaffold-ma1	111180000	1224	40	272
scaffold-ma1	111340000	1536	0	0
scaffold-ma1	111350000	0	1536	0
scaffold-ma1	111370000	1536	0	0
scaffold-ma1	111470000	1536	0	0
scaffold-ma1	111510000	0	0	1536
scaffold-ma1	111530000	1140	396	0
scaffold-ma1	111550000	1440	0	96
scaffold-ma1	111560000	672	384	480
scaffold-ma1	111570000	0	0	1536
scaffold-ma1	111580000	1536	0	0
scaffold-ma1	111590000	384	1152	0
scaffold-ma1	111680000	672	864	0
scaffold-ma1	111710000	0	1536	0
scaffold-ma1	111740000	1344	0	192
scaffold-ma1	111760000	1536	0	0
scaffold-ma1	111780000	0	1536	0
scaffold-ma1	111810000	1248	288	0
scaffold-ma1	111830000	0	384	1152
scaffold-ma1	111840000	0	0	1536
scaffold-ma1	111850000	1200	144	192
scaffold-ma1	111860000	90	1098	348
scaffold-ma1	111870000	84	540	912
scaffold-ma1	111910000	672	96	768
scaffold-ma1	111930000	720	48	768
scaffold-ma1	111940000	896	0	640
scaffold-ma1	111960000	1344	0	192
scaffold-ma1	111970000	768	576	192
scaffold-ma1	111980000	768	0	768
scaffold-ma1	112000000	1344	10	182
scaffold-ma1	112050000	270	16	1250
scaffold-ma1	112070000	256	0	1280
scaffold-ma1	112080000	960	0	576
scaffold-ma1	112120000	138	148	1250
scaffold-ma1	112130000	768	608	160
scaffold-ma1	112160000	506	620	410
scaffold-ma1	112190000	1354	2	180
scaffold-ma1	112230000	924	420	192
scaffold-ma1	112240000	0	516	1020
scaffold-ma1	112260000	1344	0	192
scaffold-ma1	112280000	344	40	1152
scaffold-ma1	112340000	1344	0	192
scaffold-ma1	112360000	1008	8	520
scaffold-ma1	112380000	72	1092	372
scaffold-ma1	112440000	1344	0	192
scaffold-ma1	112450000	0	0	1536
scaffold-ma1	112490000	1344	96	96
scaffold-ma1	112500000	1344	0	192
scaffold-ma1	112510000	0	1152	384
scaffold-ma1	112580000	1120	224	192
scaffold-ma1	112590000	454	672	410
scaffold-ma1	112610000	1536	0	0
scaffold-ma1	112640000	1536	0	0
scaffold-ma1	112650000	1536	0	0
scaffold-ma1	112670000	1536	0	0
scaffold-ma1	112720000	32	1504	0
scaffold-ma1	112770000	1536	0	0
scaffold-ma1	112800000	1360	0	176
scaffold-ma1	112810000	288	0	1248
scaffold-ma1	112820000	192	96	1248
scaffold-ma1	112840000	1536	0	0
scaffold-ma1	112850000	1452	84	0
scaffold-ma1	112890000	528	240	768
scaffold-ma1	112900000	768	160	608
scaffold-ma1	112910000	48	24	1464
scaffold-ma1	112920000	0	84	1452
scaffold-ma1	112940000	1200	24	312
scaffold-ma1	112970000	1536	0	0
scaffold-ma1	113010000	1056	384	96
scaffold-ma1	113020000	96	1440	0
scaffold-ma1	113070000	1344	96	96
scaffold-ma1	113080000	1260	84	192
scaffold-ma1	113090000	96	1440	0
scaffold-ma1	113100000	0	1536	0
scaffold-ma1	113110000	384	1152	0
scaffold-ma1	113130000	0	816	720
scaffold-ma1	113170000	1368	168	0
scaffold-ma1	113240000	1272	222	42
scaffold-ma1	113250000	512	0	1024
scaffold-ma1	113260000	0	192	1344
scaffold-ma1	113340000	1440	96	0
scaffold-ma1	113350000	192	1344	0
scaffold-ma1	113510000	1204	92	240
scaffold-ma1	113560000	390	738	408
scaffold-ma1	113570000	676	84	776
scaffold-ma1	113580000	374	802	360
scaffold-ma1	113600000	1356	180	0
scaffold-ma1	113620000	890	126	520
scaffold-ma1	113640000	0	192	1344
scaffold-ma1	113660000	0	1280	256
scaffold-ma1	113670000	1482	48	6
scaffold-ma1	113680000	1536	0	0
scaffold-ma1	113690000	1440	96	0
scaffold-ma1	113710000	264	336	936
scaffold-ma1	113760000	94	722	720
scaffold-ma1	113770000	256	1280	0
scaffold-ma1	113780000	198	834	504
scaffold-ma1	113800000	36	792	708
scaffold-ma1	113810000	672	630	234
scaffold-ma1	113820000	640	350	546
scaffold-ma1	113880000	1044	180	312
scaffold-ma1	113890000	564	816	156
scaffold-ma1	113910000	536	632	368
scaffold-ma1	113920000	612	564	360
scaffold-ma1	113970000	976	528	32
scaffold-ma1	113990000	1536	0	0
scaffold-ma1	114060000	560	208	768
scaffold-ma1	114070000	1536	0	0
scaffold-ma1	114110000	672	0	864
scaffold-ma1	114130000	1344	192	0
scaffold-ma1	114140000	1536	0	0
scaffold-ma1	114170000	432	336	768
scaffold-ma1	114180000	0	1344	192
scaffold-ma1	114210000	480	882	174
scaffold-ma1	114230000	64	384	1088
scaffold-ma1	114330000	1260	72	204
scaffold-ma1	114340000	576	660	300
scaffold-ma1	114360000	588	426	522
scaffold-ma1	114460000	768	0	768
scaffold-ma1	114470000	490	84	962
scaffold-ma1	114500000	396	646	494
scaffold-ma1	114520000	1440	96	0
scaffold-ma1	114530000	1370	140	26
scaffold-ma1	114540000	1500	0	36
scaffold-ma1	114570000	1128	288	120
scaffold-ma1	114590000	1504	0	32
scaffold-ma1	114610000	0	0	1536
scaffold-ma1	114710000	1404	0	132
scaffold-ma1	114800000	398	220	918
scaffold-ma1	114820000	1236	124	176
scaffold-ma1	114850000	1344	0	192
scaffold-ma1	114860000	1536	0	0
scaffold-ma1	114890000	256	1280	0
scaffold-ma1	114910000	640	768	128
scaffold-ma1	114920000	1536	0	0
scaffold-ma1	114930000	256	1280	0
scaffold-ma1	114940000	80	0	1456
scaffold-ma1	114950000	1536	0	0
scaffold-ma1	114970000	0	192	1344
scaffold-ma1	114980000	0	960	576
scaffold-ma1	114990000	1152	96	288
scaffold-ma1	115000000	96	96	1344
scaffold-ma1	115070000	1252	44	240
scaffold-ma1	115160000	80	160	1296
scaffold-ma1	115190000	192	704	640
scaffold-ma1	115260000	336	0	1200
scaffold-ma1	115290000	1440	96	0
scaffold-ma1	115320000	772	2	762
scaffold-ma1	115350000	1488	0	48
scaffold-ma1	115360000	84	1176	276
scaffold-ma1	115370000	1344	0	192
scaffold-ma1	115400000	0	768	768
scaffold-ma1	115440000	648	0	888
scaffold-ma1	115500000	1092	0	444
scaffold-ma1	115540000	1344	0	192
scaffold-ma1	115560000	1344	192	0
scaffold-ma1	115750000	0	1344	192
scaffold-ma1	115790000	0	1344	192
scaffold-ma1	115830000	0	1344	192
scaffold-ma1	115920000	0	1536	0
scaffold-ma1	116010000	1536	0	0
scaffold-ma1	116140000	1152	192	192
scaffold-ma1	116380000	1344	0	192
scaffold-ma1	116390000	1348	0	188
scaffold-ma1	116420000	672	546	318
scaffold-ma1	116560000	1344	0	192
scaffold-ma1	11670000	1344	168	24
scaffold-ma1	116620000	1344	24	168
scaffold-ma1	116710000	1344	0	192
scaffold-ma1	11690000	1176	168	192
scaffold-ma1	116880000	384	0	1152
scaffold-ma1	116890000	672	672	192
scaffold-ma1	11700000	1092	252	192
scaffold-ma1	116970000	1176	6	354
scaffold-ma1	11710000	1176	168	192
scaffold-ma1	117060000	480	288	768
scaffold-ma1	117080000	1404	0	132
scaffold-ma1	117130000	1356	0	180
scaffold-ma1	117170000	1344	0	192
scaffold-ma1	117190000	1536	0	0
scaffold-ma1	11730000	1344	192	0
scaffold-ma1	117210000	1344	2	190
scaffold-ma1	117230000	1040	0	496
scaffold-ma1	117240000	852	12	672
scaffold-ma1	117250000	1344	0	192
scaffold-ma1	117260000	1536	0	0
scaffold-ma1	117270000	256	1280	0
scaffold-ma1	117330000	168	252	1116
scaffold-ma1	117340000	264	600	672
scaffold-ma1	117350000	1260	84	192
scaffold-ma1	117400000	1280	0	256
scaffold-ma1	11750000	1176	168	192
scaffold-ma1	117430000	1344	0	192
scaffold-ma1	117440000	1500	0	36
scaffold-ma1	117520000	1344	32	160
scaffold-ma1	117540000	1344	192	0
scaffold-ma1	117570000	1536	0	0
scaffold-ma1	117590000	0	0	1536
scaffold-ma1	11770000	1344	192	0
scaffold-ma1	117620000	1536	0	0
scaffold-ma1	117690000	768	0	768
scaffold-ma1	117740000	0	1536	0
scaffold-ma1	117760000	384	1152	0
scaffold-ma1	117770000	96	1440	0
scaffold-ma1	117780000	0	960	576
scaffold-ma1	117810000	0	0	1536
scaffold-ma1	117820000	240	0	1296
scaffold-ma1	117850000	1248	0	288
scaffold-ma1	11800000	1176	168	192
scaffold-ma1	11820000	0	0	1536
scaffold-ma1	118110000	672	768	96
scaffold-ma1	118210000	943	217	376
scaffold-ma1	118220000	504	504	528
scaffold-ma1	118260000	864	324	348
scaffold-ma1	118340000	252	1092	192
scaffold-ma1	118350000	720	768	48
scaffold-ma1	118380000	1176	224	136
scaffold-ma1	118390000	0	0	1536
scaffold-ma1	118410000	1536	0	0
scaffold-ma1	118430000	1536	0	0
scaffold-ma1	118440000	1428	84	24
scaffold-ma1	118590000	1536	0	0
scaffold-ma1	118610000	32	1120	384
scaffold-ma1	118620000	1536	0	0
scaffold-ma1	118640000	1284	252	0
scaffold-ma1	118650000	192	1344	0
scaffold-ma1	118660000	684	192	660
scaffold-ma1	118680000	0	0	1536
scaffold-ma1	118700000	64	1472	0
scaffold-ma1	118760000	56	512	968
scaffold-ma1	118880000	1152	0	384
scaffold-ma1	118910000	1380	0	156
scaffold-ma1	118920000	1348	28	160
scaffold-ma1	11930000	0	384	1152
scaffold-ma1	119290000	1344	0	192
scaffold-ma1	119390000	1008	336	192
scaffold-ma1	11950000	0	0	1536
scaffold-ma1	119490000	1152	0	384
scaffold-ma1	119630000	1344	0	192
scaffold-ma1	119650000	1344	4	188
scaffold-ma1	119690000	84	1260	192
scaffold-ma1	119720000	0	0	1536
scaffold-ma1	119750000	816	720	0
scaffold-ma1	119800000	1248	64	224
scaffold-ma1	119900000	0	864	672
scaffold-ma1	119910000	0	1536	0
scaffold-ma1	119930000	1536	0	0
scaffold-ma1	119980000	1536	0	0
scaffold-ma1	120010000	960	0	576
scaffold-ma1	120120000	1152	48	336
scaffold-ma1	120130000	1536	0	0
scaffold-ma1	120250000	512	512	512
scaffold-ma1	120260000	1536	0	0
scaffold-ma1	120340000	0	0	1536
scaffold-ma1	120390000	576	864	96
scaffold-ma1	120430000	1536	0	0
scaffold-ma1	120460000	1536	0	0
scaffold-ma1	120470000	1440	96	0
scaffold-ma1	120540000	1536	0	0
scaffold-ma1	120550000	1536	0	0
scaffold-ma1	120560000	1536	0	0
scaffold-ma1	120650000	1536	0	0
scaffold-ma1	120690000	288	0	1248
scaffold-ma1	120700000	1008	120	408
scaffold-ma1	120760000	1536	0	0
scaffold-ma1	120860000	1536	0	0
scaffold-ma1	120870000	1536	0	0
scaffold-ma1	120900000	864	0	672
scaffold-ma1	120910000	1536	0	0
scaffold-ma1	120970000	1536	0	0
scaffold-ma1	120990000	1440	96	0
scaffold-ma1	121010000	0	0	1536
scaffold-ma1	121050000	0	1536	0
scaffold-ma1	121060000	0	1536	0
scaffold-ma1	12120000	1536	0	0
scaffold-ma1	121110000	1344	192	0
scaffold-ma1	121190000	1536	0	0
scaffold-ma1	121260000	1536	0	0
scaffold-ma1	121410000	1024	320	192
scaffold-ma1	121460000	1536	0	0
scaffold-ma1	121490000	192	1344	0
scaffold-ma1	121500000	1536	0	0
scaffold-ma1	121550000	0	960	576
scaffold-ma1	121560000	288	936	312
scaffold-ma1	121620000	0	0	1536
scaffold-ma1	121630000	1152	0	384
scaffold-ma1	121700000	1536	0	0
scaffold-ma1	121740000	1536	0	0
scaffold-ma1	121760000	1472	64	0
scaffold-ma1	121850000	276	0	1260
scaffold-ma1	122000000	1536	0	0
scaffold-ma1	122300000	0	1152	384
scaffold-ma1	122310000	1332	0	204
scaffold-ma1	122320000	1152	0	384
scaffold-ma1	122330000	1152	0	384
scaffold-ma1	122350000	1176	8	352
scaffold-ma1	122370000	1344	0	192
scaffold-ma1	122400000	0	0	1536
scaffold-ma1	12260000	1536	0	0
scaffold-ma1	122510000	1536	0	0
scaffold-ma1	122520000	1344	0	192
scaffold-ma1	122540000	1152	0	384
scaffold-ma1	122570000	1152	0	384
scaffold-ma1	122600000	660	12	864
scaffold-ma1	122610000	1536	0	0
scaffold-ma1	122620000	1344	0	192
scaffold-ma1	122650000	1296	192	48
scaffold-ma1	122660000	564	0	972
scaffold-ma1	122670000	1440	0	96
scaffold-ma1	122700000	1344	0	192
scaffold-ma1	122710000	1536	0	0
scaffold-ma1	122720000	880	0	656
scaffold-ma1	122730000	960	504	72
scaffold-ma1	122770000	1202	170	164
scaffold-ma1	122780000	1404	0	132
scaffold-ma1	122840000	1360	0	176
scaffold-ma1	122880000	1344	0	192
scaffold-ma1	122950000	1472	64	0
scaffold-ma1	122960000	1536	0	0
scaffold-ma1	123000000	1536	0	0
scaffold-ma1	12310000	0	0	1536
scaffold-ma1	123010000	1344	0	192
scaffold-ma1	123090000	1188	0	348
scaffold-ma1	123100000	1396	12	128
scaffold-ma1	12320000	1280	0	256
scaffold-ma1	123110000	1392	16	128
scaffold-ma1	123130000	532	38	966
scaffold-ma1	123160000	224	160	1152
